-DOCSTART- -X- O O
"	NN	O
Just	RB	O
like	IN	O
in	IN	O
the	DT	O
airline	NN	O
industry	NN	O
,	,	O
ancillaries	NNS	O
are	VBP	O
responsible	JJ	O
for	IN	O
all	DT	O
the	DT	O
profitability	NN	O
.	.	O
We	PRP	O
are	VBP	O
here	RB	O
to	TO	O
help	NN	O
these	DT	O
business	NN	O
-	:	O
to	TO	O
-	:	O
business	NN	O
(	(	O
B2B	NN	O
)	)	O
customers	NNS	O
serve	NN	O
their	PRP$	O
end	NN	O
users	NNS	O
much	JJ	O
more	RBR	O
,	,	O
resulting	VBG	O
in	IN	O
a	DT	O
healthier	NN	O
bottom	NN	O
line	NN	O
,	,	O
”	NN	O
said	VBD	O
Sawant	NN	O
.	.	O
“	NN	O
It	PRP	O
is	VBZ	O
our	PRP$	O
conviction	NN	O
that	IN	O
travel	NN	O
will	MD	O
continue	NN	O
to	TO	O
boom	NN	O
,	,	O
and	CC	O
its	PRP$	O
future	NN	O
will	MD	O
be	VB	O
about	IN	O
more	RBR	O
seamless	NN	O
and	CC	O
connected	VBN	O
experiences	NNS	O
.	.	O
An	DT	O
API	NN	O
business	NN	O
like	IN	O
OnArrival	NN	B-STARTUP
has	VBZ	O
the	DT	O
potential	JJ	O
for	IN	O
tremendous	JJ	O
value	NN	O
-	:	O
creation	NN	O
for	IN	O
customers	NNS	O
and	CC	O
sellers	NNS	O
,	,	O
with	IN	O
technology	NN	O
moats	NNS	O
and	CC	O
network	NN	O
effects	NNS	O
,	,	O
”	NN	O
said	VBD	O
Nitin	NN	O
Sharma	NN	O
,	,	O
partner	NN	O
at	IN	O
Antler	NN	B-INVESTOR_NAME
India	NNP	I-INVESTOR_NAME
.	.	O
Antler	NN	B-INVESTOR_NAME
India	NNP	I-INVESTOR_NAME
is	VBZ	O
an	DT	O
early	RB	O
stage	NN	O
venture	NN	O
capital	NN	O
fund	NN	O
managed	VBN	O
by	IN	O
Antler	NN	O
.	.	O
It	PRP	O
has	VBZ	O
invested	VBN	O
in	IN	O
startups	NNS	O
across	IN	O
sectors	NNS	O
such	JJ	O
as	IN	O
Web3	NN	O
,	,	O
fintech	NN	O
,	,	O
software	NN	O
-	:	O
as	IN	O
-	:	O
a	DT	O
-	:	O
service	NN	O
(	(	O
SaaS	NN	O
)	)	O
,	,	O
edtech	NN	O
,	,	O
ecommerce	NN	O
,	,	O
mobility	NN	O
,	,	O
HRtech	NN	O
,	,	O
social	JJ	O
and	CC	O
community	NN	O
,	,	O
among	IN	O
others	NNS	O
.	.	O
The	DT	O
VC	NN	O
firm	NN	O
writes	NNS	O
cheques	NNS	O
of	IN	O
$	$	O
300,000-$500,000	CD	O
on	IN	O
average	JJ	O
and	CC	O
partners	NNS	O
with	IN	O
angels	NNS	O
and	CC	O
early	RB	O
-	:	O
stage	NN	O
backers	NNS	O
for	IN	O
bigger	JJR	O
cheque	NN	O
sizes	NNS	O
.	.	O
Last	JJ	O
week	NN	O
,	,	O
Antler	NN	B-INVESTOR_NAME
India	NNP	I-INVESTOR_NAME
led	VBN	O
the	DT	O
$	$	B-FUNDING_AMOUNT
270,000	CD	I-FUNDING_AMOUNT
(	(	I-FUNDING_AMOUNT
around	IN	I-FUNDING_AMOUNT
Rs	NN	I-FUNDING_AMOUNT
2.2	CD	I-FUNDING_AMOUNT
crore	NN	I-FUNDING_AMOUNT
)	)	I-FUNDING_AMOUNT
in	IN	O
a	DT	O
pre	NN	O
-	:	O
seed	NN	O
funding	NN	O
round	NN	O
of	IN	O
femtech	NN	O
platform	NN	O
Salad	NN	B-STARTUP
.	.	O
In	IN	O
2021	CD	O
,	,	O
Antler	NN	O
had	VBD	O
raised	VBN	O
$	$	O
300	CD	O
million	CD	O
for	IN	O
its	PRP$	O
global	JJ	O
fund	NN	O
.	.	O
In	IN	O
an	DT	O
interaction	NN	O
with	IN	O
VCCircle	NN	O
,	,	O
the	DT	O
firm	NN	O
had	VBD	O
said	VBD	O
that	IN	O
it	PRP	O
plans	NNS	O
to	TO	O
deploy	NN	O
$	$	O
100-$150	JJ	O
million	CD	O
in	IN	O
Indian	JJ	O
startups	NNS	O
over	IN	O
the	DT	O
next	JJ	O
three	CD	O
years	NNS	O
.	.	O
Share	NN	O
article	NN	O
on	IN	O
Funding	VBG	O
across	IN	O
India	NNP	O
’s	NN	O
fintech	NN	O
space	NN	O
almost	RB	O
halved	VBN	O
in	IN	O
2022	CD	O
due	JJ	O
to	TO	O
decline	NN	O
in	IN	O
late	RB	O
-	:	O
stage	NN	O
funding	NN	O
activity	NN	O
throughout	IN	O
the	DT	O
year	NN	O
.	.	O
However	RB	O
,	,	O
it	PRP	O
remained	VBD	O
as	IN	O
one	CD	O
of	IN	O
the	DT	O
top	NN	O
funded	VBN	O
sectors	NNS	O
,	,	O
according	VBG	O
to	TO	O
a	DT	O
new	JJ	O
report	NN	O
.	.	O
“	NN	O
Fintech	NN	O
startups	NNS	O
in	IN	O
India	NNP	O
raised	VBN	O
a	DT	O
total	JJ	O
of	IN	O
$	$	O
5.65	CD	O
billion	CD	O
in	IN	O
390	CD	O
rounds	NNS	O
in	IN	O
2022	CD	O
,	,	O
a	DT	O
plunge	NN	O
of	IN	O
47	CD	O
%	NN	O
in	IN	O
terms	NNS	O
of	IN	O
funding	NN	O
amount	NN	O
and	CC	O
29	CD	O
%	NN	O
in	IN	O
the	DT	O
number	NN	O
of	IN	O
rounds	NNS	O
,	,	O
when	WRB	O
compared	VBN	O
with	IN	O
2021	CD	O
,	,	O
”	NN	O
the	DT	O
report	NN	O
by	IN	O
market	NN	O
intelligence	NN	O
platform	NN	O
Tracxn	NN	O
said	VBD	O
.	.	O
Fintech	NN	O
startups	NNS	O
’	NN	O
funding	NN	O
lagged	VBN	O
behind	IN	O
the	DT	O
enterprise	NN	O
software	NN	O
and	CC	O
enterprise	NN	O
applications	NNS	O
sectors	NNS	O
.	.	O
According	VBG	O
to	TO	O
a	DT	O
data	NNS	O
available	JJ	O
,	,	O
as	IN	O
of	IN	O
November	NNP	O
30	CD	O
,	,	O
enterprise	NN	O
applications	NNS	O
sector	NN	O
,	,	O
which	WDT	O
includes	VBZ	O
startups	NNS	O
in	IN	O
enterprise	NN	O
software	NN	O
,	,	O
software	NN	O
-	:	O
as	IN	O
-	:	O
a	DT	O
-	:	O
service	NN	O
(	(	O
SaaS	NN	O
)	)	O
,	,	O
and	CC	O
HR	NN	O
tech	NN	O
platforms	NNS	O
,	,	O
raised	VBN	O
$	$	O
7.2	CD	O
billion	CD	O
across	IN	O
644	CD	O
deals	NNS	O
in	IN	O
2022	CD	O
.	.	O
In	IN	O
terms	NNS	O
of	IN	O
volume	NN	O
,	,	O
funding	NN	O
rounds	NNS	O
of	IN	O
over	IN	O
$	$	O
100	CD	O
million+	NN	O
also	RB	O
halved	VBN	O
in	IN	O
2022	CD	O
,	,	O
from	IN	O
about	IN	O
26	CD	O
in	IN	O
the	DT	O
previous	JJ	O
year	NN	O
.	.	O
Thus	RB	O
,	,	O
with	IN	O
the	DT	O
fall	NN	O
in	IN	O
large	JJ	O
fundraises	NNS	O
,	,	O
only	RB	O
four	CD	O
fintech	NN	O
players	NNS	O
could	MD	O
touch	NN	O
a	DT	O
billion	CD	O
dollars	NNS	O
in	IN	O
valuation	NN	O
,	,	O
against	IN	O
about	IN	O
13	CD	O
new	JJ	O
unicorns	NNS	O
which	WDT	O
emerged	VBD	O
in	IN	O
the	DT	O
space	NN	O
in	IN	O
2021	CD	O
.	.	O
Interestingly	RB	O
,	,	O
last	JJ	O
year	NN	O
also	RB	O
saw	NN	O
fewer	JJR	O
unicorns	NNS	O
as	IN	O
against	IN	O
2021	CD	O
amid	IN	O
a	DT	O
funding	NN	O
winter	NN	O
caused	VBN	O
by	IN	O
inflationary	JJ	O
pressures	NNS	O
and	CC	O
macroeconomic	JJ	O
headwinds	NNS	O
as	IN	O
only	RB	O
23	CD	O
startups	NNS	O
,	,	O
across	IN	O
sectors	NNS	O
,	,	O
could	MD	O
touch	NN	O
the	DT	O
valuation	NN	O
against	IN	O
the	DT	O
44	CD	O
that	IN	O
could	MD	O
become	NN	O
unicorn	JJ	O
in	IN	O
2021	CD	O
.	.	O
The	DT	O
most	JJS	O
active	JJ	O
investors	NNS	O
in	IN	O
the	DT	O
space	NN	O
were	VBD	O
Y	NN	O
Combinator	NN	O
,	,	O
Tiger	NN	O
Global	JJ	O
Management	NN	O
and	CC	O
Lets	NNS	O
Venture	NN	O
as	IN	O
they	PRP	O
made	VBN	O
over	IN	O
20	CD	O
investments	NNS	O
in	IN	O
fintechs	NN	O
last	JJ	O
year	NN	O
.	.	O
However	RB	O
,	,	O
the	DT	O
market	NN	O
data	NNS	O
platform	NN	O
expects	VBZ	O
a	DT	O
smooth	NN	O
sail	NN	O
for	IN	O
fintech	NN	O
’s	NN	O
growth	NN	O
in	IN	O
the	DT	O
long	RB	O
run	VB	O
,	,	O
particularly	RB	O
seeing	VBG	O
the	DT	O
increasing	VBG	O
adoption	NN	O
of	IN	O
fintech	NN	O
solutions	NNS	O
due	JJ	O
to	TO	O
higher	JJR	O
digitization	NN	O
since	IN	O
the	DT	O
COVID-19	NN	O
pandemic	NN	O
,	,	O
and	CC	O
an	DT	O
expansion	NN	O
in	IN	O
digital	NN	O
payments	NNS	O
and	CC	O
lending	NN	O
services	NNS	O
in	IN	O
Tier	NN	O
II	NN	O
cities	NNS	O
and	CC	O
beyond	IN	O
.	.	O
“	NN	O
A	DT	O
large	JJ	O
unbanked	JJ	O
population	NN	O
and	CC	O
rising	VBG	O
mobile	NN	O
phone	NN	O
usage	NN	O
are	VBP	O
some	DT	O
of	IN	O
the	DT	O
factors	NNS	O
that	IN	O
will	MD	O
aid	NN	O
the	DT	O
sector	NN	O
’s	NN	O
growth	NN	O
in	IN	O
the	DT	O
long	RB	O
run	VB	O
,	,	O
”	NN	O
the	DT	O
report	NN	O
noted	VBN	O
.	.	O
According	VBG	O
to	TO	O
Blume	NN	O
Ventures	NNS	O
,	,	O
one	CD	O
of	IN	O
the	DT	O
top-10	NN	O
active	JJ	O
VCs	NN	O
in	IN	O
India	NNP	O
in	IN	O
2022	CD	O
,	,	O
fintech	NN	O
,	,	O
along	IN	O
with	IN	O
SaaS	NN	O
,	,	O
cleantech	NN	O
,	,	O
and	CC	O
consumer	NN	O
tech	NN	O
,	,	O
will	MD	O
continue	NN	O
to	TO	O
remain	NN	O
central	JJ	O
to	TO	O
investors	NNS	O
going	VBG	O
forward	RB	O
as	IN	O
well	RB	O
.	.	O
Among	IN	O
one	CD	O
of	IN	O
the	DT	O
most	JJS	O
-	:	O
watched	VBN	O
deals	NNS	O
in	IN	O
the	DT	O
space	NN	O
in	IN	O
2023	CD	B-FUNDING_DATE
,	,	O
Walmart	NN	O
-	:	O
backed	VBD	O
PhonePe	NN	B-STARTUP
,	,	O
which	WDT	O
recently	RB	O
completed	VBN	O
its	PRP$	O
separation	NN	O
from	IN	O
e	NN	O
-	:	O
commerce	NN	O
giant	NN	O
Flipkart	NN	O
,	,	O
raised	VBN	O
$	$	B-FUNDING_AMOUNT
350	CD	I-FUNDING_AMOUNT
million	CD	I-FUNDING_AMOUNT
from	IN	O
US	NN	O
private	JJ	O
equity	NN	O
firm	NN	O
General	NNP	B-INVESTOR_NAME
Atlantic	NNP	I-INVESTOR_NAME
at	IN	O
a	DT	O
pre	NN	O
-	:	O
money	NN	O
valuation	NN	O
of	IN	O
$	$	B-VALUATION
12	CD	I-VALUATION
billion	CD	I-VALUATION
,	,	O
becoming	VBG	O
the	DT	O
latest	JJS	O
decacorn	NN	O
as	IN	O
well	RB	O
as	IN	O
the	DT	O
most	JJS	O
valuable	JJ	O
homegrown	NN	O
fintech	NN	O
startup	NN	O
.	.	O
Share	NN	O
article	NN	O
on	IN	O
Exotel	NN	B-STARTUP
,	,	O
a	DT	O
business	NN	O
-	:	O
to	TO	O
-	:	O
business	NN	O
(	(	O
B2B	NN	O
)	)	O
customer	NN	O
engagement	NN	O
platform	NN	O
,	,	O
has	VBZ	O
laid	NN	O
off	IN	O
employees	NNS	O
joining	VBG	O
a	DT	O
list	NN	O
of	IN	O
domestic	JJ	O
and	CC	O
global	JJ	O
companies	NNS	O
that	IN	O
have	VB	O
cut	NN	O
their	PRP$	O
headcount	NN	O
in	IN	O
the	DT	O
last	JJ	O
few	JJ	O
months	NNS	O
.	.	O
“	NN	O
The	DT	O
total	JJ	O
number	NN	O
of	IN	O
employees	NNS	O
affected	JJ	O
at	IN	O
Exotel	NN	B-STARTUP
is	VBZ	O
80	CD	O
,	,	O
”	NN	O
Shivakumar	NN	B-FOUNDER_NAME
Ganesan	NNP	I-FOUNDER_NAME
,	,	O
co	NN	O
-	:	O
founder	NN	O
and	CC	O
chief	NN	O
executive	NN	O
at	IN	O
Exotel	NN	B-STARTUP
,	,	O
said	VBD	O
in	IN	O
a	DT	O
statement	NN	O
.	.	O
Employees	NNS	O
across	IN	O
departments	NNS	O
have	VB	O
been	VBN	O
impacted	VBN	O
citing	VBG	O
poor	JJ	O
performance	NN	O
and	CC	O
business	NN	O
restructuring	NN	O
.	.	O
However	RB	O
,	,	O
the	DT	O
company	NN	O
maintained	VBN	O
it	PRP	O
did	VBD	O
not	RB	O
undergo	NN	O
layoffs	NNS	O
.	.	O
“	NN	O
Some	DT	O
of	IN	O
our	PRP$	O
employees	NNS	O
have	VB	O
been	VBN	O
let	VB	O
go	VB	O
post	NN	O
the	DT	O
mid	NN	O
-	:	O
year	NN	O
review	NN	O
as	IN	O
part	NN	O
of	IN	O
the	DT	O
performance	NN	O
improvement	NN	O
planning	NN	O
(	(	O
PIP	NN	O
)	)	O
process	NN	O
,	,	O
which	WDT	O
is	VBZ	O
a	DT	O
standard	NN	O
method	NN	O
to	TO	O
track	NN	O
and	CC	O
guide	NN	O
business	NN	O
performance	NN	O
,	,	O
”	NN	O
Ganesan	NNP	O
added	VBD	O
.	.	O
Exotel	NN	B-STARTUP
said	VBD	O
about	IN	O
45	CD	O
people	NNS	O
–	NN	O
less	RBR	O
than	IN	O
5%-	JJ	O
have	VB	O
been	VBN	O
affected	JJ	O
due	JJ	O
to	TO	O
PIP	NN	O
and	CC	O
around	IN	O
35	CD	O
employees	NNS	O
or	CC	O
3	CD	O
%	NN	O
of	IN	O
the	DT	O
workforce	NN	O
were	VBD	O
let	VB	O
go	VB	O
due	JJ	O
to	TO	O
restructuring	NN	O
.	.	O
News	NNS	O
portal	NN	O
Inc42	NN	O
first	RB	O
reported	VBD	O
the	DT	O
development	NN	O
.	.	O
So	RB	O
far	RB	O
,	,	O
at	IN	O
least	JJS	O
2,600	CD	O
employees	NNS	O
across	IN	O
the	DT	O
startup	NN	O
ecosystem	NN	O
have	VB	O
been	VBN	O
impacted	VBN	O
in	IN	O
January	NNP	O
2023	CD	O
alone	RB	O
.	.	O
The	DT	O
number	NN	O
,	,	O
seen	VBN	O
along	IN	O
with	IN	O
the	DT	O
19,000	CD	O
employees	NNS	O
Indian	JJ	O
startups	NNS	O
laid	NN	O
off	IN	O
in	IN	O
2022	CD	O
,	,	O
reflects	VBZ	O
the	DT	O
pain	NN	O
Indian	JJ	O
startups	NNS	O
have	VB	O
been	VBN	O
going	VBG	O
through	IN	O
amidst	NN	O
a	DT	O
tough	JJ	O
funding	NN	O
slowdown	NN	O
.	.	O
For	IN	O
Bengaluru	NN	O
-	:	O
based	VBN	O
Exotel	NN	B-STARTUP
,	,	O
the	DT	O
layoffs	NNS	O
come	VB	O
a	DT	O
year	NN	O
after	IN	O
the	DT	O
A91	NN	O
Partners	NNS	O
-	:	O
backed	VBD	O
firm	NN	O
had	VBD	O
raised	VBN	O
$	$	B-FUNDING_AMOUNT
40	CD	I-FUNDING_AMOUNT
million	CD	O
as	IN	O
a	DT	O
part	NN	O
of	IN	O
its	PRP$	O
Series	NNS	O
D	NN	O
funding	NN	O
led	VBN	O
by	IN	O
Steadview	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
.	.	O
Founded	VBN	O
in	IN	O
2011	CD	B-FUNDING_DATE
by	IN	O
Ganesan	NNP	B-FOUNDER_NAME
,	,	O
Ishwar	NN	B-FOUNDER_NAME
Sridharan	NN	I-FOUNDER_NAME
,	,	O
Vijay	NN	B-FOUNDER_NAME
Sharma	NN	I-FOUNDER_NAME
,	,	O
and	CC	O
Siddharth	NN	B-FOUNDER_NAME
Ramesh	NN	I-FOUNDER_NAME
,	,	O
Exotel	NN	B-STARTUP
helps	NNS	O
businesses	NNS	O
organise	NN	O
and	CC	O
streamline	NN	O
client	NN	O
interaction	NN	O
with	IN	O
its	PRP$	O
cloud	NN	O
-	:	O
based	VBN	O
AI	NN	O
-	:	O
powered	VBN	O
customer	NN	O
engagement	NN	O
tool	NN	O
.	.	O
It	PRP	O
has	VBZ	O
so	RB	O
far	RB	O
raised	VBN	O
more	RBR	O
than	IN	O
$	$	O
100	CD	O
million	CD	O
in	IN	O
equity	NN	O
and	CC	O
debt	NN	O
.	.	O
It	PRP	O
also	RB	O
counts	NNS	O
Blume	NN	B-INVESTOR_NAME
Ventures	NNS	I-INVESTOR_NAME
,	,	O
Sistema	NN	B-INVESTOR_NAME
and	CC	O
IIFL	NN	B-INVESTOR_NAME
Asset	NN	I-INVESTOR_NAME
Management	NN	I-INVESTOR_NAME
as	IN	O
its	PRP$	O
investors	NNS	O
.	.	O
The	DT	O
company	NN	O
has	VBZ	O
expanded	VBN	O
its	PRP$	O
offering	NN	O
to	TO	O
include	NN	O
an	DT	O
omnichannel	NNS	O
cloud	NN	O
contact	NN	O
centre	NN	O
and	CC	O
conversational	NN	O
AI	NN	O
products	NNS	O
to	TO	O
become	NN	O
a	DT	O
full	JJ	O
-	:	O
stack	NN	O
provider	NN	O
of	IN	O
customer	NN	O
engagement	NN	O
tools	NNS	O
,	,	O
after	IN	O
its	PRP$	O
recent	JJ	O
acquisitions	NNS	O
of	IN	O
Ameyo	NN	O
and	CC	O
Cogno	NN	O
AI	NN	O
.	.	O
It	PRP	O
has	VBZ	O
customers	NNS	O
like	IN	O
ITC	NN	O
Salaam	NN	O
in	IN	O
Saudi	NN	O
Arabia	NNP	O
,	,	O
Bajaj	NN	O
Allianz	NNP	O
,	,	O
City	NNP	O
Mall	NN	O
,	,	O
Krazybee	NNP	O
,	,	O
Shadowfax	NN	O
,	,	O
and	CC	O
TCS	NN	O
among	IN	O
others	NNS	O
.	.	O
With	IN	O
the	DT	O
development	NN	O
,	,	O
Exotel	NN	B-STARTUP
joins	NNS	O
a	DT	O
series	NN	O
of	IN	O
startups	NNS	O
that	IN	O
have	VB	O
been	VBN	O
under	IN	O
pressure	NN	O
to	TO	O
cut	NN	O
costs	NNS	O
and	CC	O
focus	NN	O
on	IN	O
profitability	NN	O
.	.	O
ShareChat	WP	O
parent	NN	O
Mohalla	NN	B-STARTUP
Tech	NN	I-STARTUP
Pvt	NN	I-STARTUP
Ltd	NNP	I-STARTUP
,	,	O
quick	NN	O
commerce	NN	O
platform	NN	O
Dunzo	NN	B-STARTUP
,	,	O
edtechs	NN	O
Lead	NN	B-STARTUP
School	NN	I-STARTUP
,	,	O
UpGrad	NN	B-STARTUP
-	:	O
owned	VBN	O
Harappa	NN	B-STARTUP
Education	NN	I-STARTUP
,	,	O
industrial	JJ	O
goods	NNS	O
marketplace	NN	O
Moglix	NN	B-STARTUP
are	VBP	O
among	IN	O
the	DT	O
companies	NNS	O
to	TO	O
have	VB	O
laid	NN	O
off	IN	O
their	PRP$	O
employees	NNS	O
this	DT	O
year	NN	O
so	RB	O
far	RB	O
.	.	O
Share	NN	O
article	NN	O
on	IN	O
US	NN	O
venture	NN	O
capital	NN	O
firm	NN	O
B	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
Group	NNP	I-INVESTOR_NAME
,	,	O
which	WDT	O
has	VBZ	O
backed	VBD	O
Indian	JJ	O
startups	NNS	O
such	JJ	O
as	IN	O
Byju	NN	B-STARTUP
’s	NN	O
,	,	O
Meesho	NN	B-STARTUP
and	CC	O
BlackBuck	NN	B-STARTUP
,	,	O
on	IN	O
Thursday	NNP	O
said	VBD	O
it	PRP	O
has	VBZ	O
marked	NNS	O
the	DT	O
final	JJ	O
close	RB	O
of	IN	O
its	PRP$	O
third	JJ	O
fund	NN	O
and	CC	O
a	DT	O
companion	NN	O
fund	NN	O
at	IN	O
$	$	B-FUNDING_AMOUNT
2.1	CD	I-FUNDING_AMOUNT
billion	CD	I-FUNDING_AMOUNT
.	.	O
The	DT	O
proceeds	NNS	O
will	MD	O
be	VB	O
used	VBN	O
to	TO	O
mainly	RB	O
target	NN	O
growth	NN	O
investments	NNS	O
across	IN	O
enterprise	NN	O
,	,	O
fintech	NN	O
,	,	O
and	CC	O
healthcare	NN	O
sectors	NNS	O
globally	RB	O
,	,	O
with	IN	O
a	DT	O
particular	JJ	O
focus	NN	O
on	IN	O
the	DT	O
US	NN	O
and	CC	O
Asia	NN	O
.	.	O
B	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
was	VBD	O
founded	VBN	O
by	IN	O
Raj	NN	O
Ganguly	NN	O
and	CC	O
Eduardo	NN	O
Saverin	NN	O
in	IN	O
2014	CD	O
.	.	O
In	IN	O
2020	CD	O
,	,	O
the	DT	O
company	NN	O
closed	VBD	O
its	PRP$	O
second	JJ	O
fund	NN	O
at	IN	O
$	$	O
820	CD	O
million	CD	O
.	.	O
Additionally	RB	O
,	,	O
it	PRP	O
raised	VBN	O
$	$	O
126.3	CD	O
million	CD	O
for	IN	O
a	DT	O
new	JJ	O
fund	NN	O
called	VBN	O
B	NN	O
Capital	NN	O
Ascent	NN	O
Fund	NN	O
II	NN	O
,	,	O
LP	NN	O
.	.	O
In	IN	O
an	DT	O
interaction	NN	O
with	IN	O
VCCircle	NN	O
,	,	O
Ganguly	NN	O
said	VBD	O
,	,	O
“	NN	O
the	DT	O
market	NN	O
for	IN	O
growth	NN	O
investing	VBG	O
is	VBZ	O
ripe	NN	O
as	IN	O
the	DT	O
valuations	NNS	O
have	VB	O
come	VB	O
down	RB	O
drastically	RB	O
.	.	O
I	PRP	O
expect	VB	O
10	CD	O
-	:	O
15	CD	O
%	NN	O
valuation	NN	O
reduction	NN	O
by	IN	O
end	NN	O
of	IN	O
this	DT	O
calendar	NN	O
year	NN	O
.	.	O
"	NN	O
“	NN	O
The	DT	O
limited	JJ	O
partners	NNS	O
in	IN	O
the	DT	O
fund	NN	O
consist	NN	O
of	IN	O
pension	NN	O
funds	NNS	O
,	,	O
family	NN	O
offices	NNS	O
and	CC	O
firms	NNS	O
’	NN	O
partners	NNS	O
who	WP	O
have	VB	O
also	RB	O
invested	VBN	O
up	RB	O
to	TO	O
10	CD	O
%	NN	O
of	IN	O
the	DT	O
fund	NN	O
,	,	O
”	NN	O
he	PRP	O
added	VBD	O
.	.	O
“	NN	O
Growth	NN	O
Fund	NN	O
III	NN	O
’s	NN	O
portfolio	NN	O
includes	VBZ	O
companies	NNS	O
that	IN	O
are	VBP	O
transforming	VBG	O
their	PRP$	O
respective	NN	O
industries	NNS	O
and	CC	O
generating	VBG	O
meaningful	NN	O
impact	NN	O
.	.	O
Our	PRP$	O
strategic	JJ	O
partnership	NN	O
with	IN	O
Boston	NNP	O
Consulting	VBG	O
Group	NNP	O
and	CC	O
strong	JJ	O
on	IN	O
-	:	O
the	DT	O
-	:	O
ground	NN	O
presence	NN	O
in	IN	O
key	NN	O
geographies	NNS	O
enable	JJ	O
us	PRP	O
to	TO	O
provide	NN	O
our	PRP$	O
portfolio	NN	O
companies	NNS	O
with	IN	O
targeted	VBN	O
insights	NNS	O
and	CC	O
expert	NN	O
advice	NN	O
,	,	O
”	NN	O
said	VBD	O
Saverin	NN	O
.	.	O
Karan	NNP	O
Mohla	NN	O
,	,	O
who	WP	O
was	VBD	O
roped	NN	O
in	IN	O
from	IN	O
Indian	JJ	O
venture	NN	O
capital	NN	O
firm	NN	O
Chiratae	NN	B-INVESTOR_NAME
Ventures	NNS	I-INVESTOR_NAME
,	,	O
is	VBZ	O
part	NN	O
of	IN	O
the	DT	O
founding	VBG	O
team	NN	O
at	IN	O
Capital	NN	B-INVESTOR_NAME
Ascent	NN	I-INVESTOR_NAME
and	CC	O
is	VBZ	O
tasked	NNS	O
with	IN	O
identifying	VBG	O
and	CC	O
investing	VBG	O
in	IN	O
early	RB	O
-	:	O
stage	NN	O
,	,	O
innovative	JJ	O
firms	NNS	O
in	IN	O
India	NNP	O
and	CC	O
Southeast	NN	O
Asia	NN	O
.	.	O
B	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
had	VBD	O
earlier	RBR	O
backed	VBD	O
growth	NN	O
-	:	O
stage	NN	O
software	NN	O
-	:	O
as	IN	O
-	:	O
a	DT	O
-	:	O
service	NN	O
(	(	O
SaaS	NN	O
)	)	O
startups	NNS	O
and	CC	O
it	PRP	O
now	RB	O
plans	NNS	O
to	TO	O
expand	NN	O
to	TO	O
also	RB	O
make	VB	O
early	RB	O
-	:	O
stage	NN	O
bets	NNS	O
worldwide	NN	O
,	,	O
including	VBG	O
in	IN	O
India	NNP	O
and	CC	O
Southeast	NN	O
Asia	NN	O
.	.	O
In	IN	O
an	DT	O
interview	NN	O
last	JJ	O
year	NN	O
,	,	O
Mohla	NN	O
said	VBD	O
B	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
expects	VBZ	O
SaaS	NN	O
,	,	O
healthcare	NN	O
and	CC	O
business	NN	O
-	:	O
to	TO	O
-	:	O
business	NN	O
(	(	O
