-DOCSTART- -X- O O
DAO	O
.	O
“	O
Bulk	O
of	O
the	O
fund	O
will	O
go	O
into	O
building	O
IndiGG	O
operations	O
which	O
include	O
tech	O
stack	O
,	O
distribution	O
,	O
brand	O
,	O
and	O
a	O
large	O
gamers	O
community	O
that	O
can	O
earn	O
.	O
We	O
will	O
also	O
earmark	O
some	O
portion	O
of	O
it	O
for	O
investment	O
in	O
global	O
web3	O
game	O
developers	O
,	O
”	O
said	O
Agarwal	O
.	O
Agarwal	O
added	O
the	O
new	O
venture	O
is	O
not	O
a	O
fund	O
and	O
the	O
objective	O
of	O
his	O
new	O
startup	O
is	O
to	O
expand	O
the	O
P2E	O
ecosystem	O
and	O
support	O
developers	O
who	O
have	O
the	O
capability	O
to	O
build	O
“	O
great	O
games	O
”	O
for	O
it	O
.	O
“	O
Our	O
metric	O
for	O
IndiGG	O
is	O
the	O
number	O
of	O
unique	O
earners	O
.	O
Think	O
of	O
IndiGG	O
as	O
a	O
freelancing	O
platform	O
for	O
games	O
where	O
they	O
are	O
having	O
fun	O
,	O
discovering	O
new	O
games	O
,	O
and	O
also	O
making	O
money	O
from	O
the	O
time	O
spent	O
on	O
those	O
games	O
,	O
”	O
added	O
Agarwal	O
.	O
Gupta	O
pointed	O
out	O
that	O
the	O
IndiGG	O
stack	O
will	O
partner	O
with	O
existing	O
gaming	O
micro	O
-	O
communities	O
in	O
South	O
Asia	O
,	O
both	O
on	O
-	O
ground	O
and	O
online	O
,	O
as	O
sub	O
-	O
DAOs	O
in	O
the	O
IndiGG	O
ecosystem	O
.	O
“	O
These	O
micro	O
-	O
communities	O
will	O
facilitate	O
explosive	O
community	O
growth	O
for	O
global	O
Web3	O
games	O
,	O
”	O
he	O
added	O
.	O
Web3	O
gaming	O
,	O
which	O
includes	O
P2E	O
games	O
,	O
is	O
typically	O
based	O
on	O
a	O
blockchain	O
network	O
.	O
Gamers	O
are	O
rewarded	O
with	O
tokens	O
for	O
participating	O
or	O
winning	O
.	O
In	O
-	O
game	O
items	O
in	O
such	O
games	O
can	O
also	O
be	O
purchased	O
and	O
traded	O
as	O
non	O
-	O
fungible	O
tokens	O
(	O
NFTs	O
)	O
too	O
.	O
India	O
is	O
one	O
of	O
the	O
fastest	O
-	O
growing	O
gaming	O
markets	O
in	O
the	O
world	O
.	O
According	O
to	O
a	O
November	O
report	O
by	O
gaming	O
fund	O
Lumikai	O
,	O
India	O
has	O
507	O
million	O
gamers	O
and	O
the	O
gaming	O
industry	O
is	O
expected	O
to	O
grow	O
at	O
a	O
compound	O
annual	O
growth	O
rate	O
(	O
CAGR	O
)	O
of	O
27	O
%	O
to	O
reach	O
$	O
8.6	O
billion	O
in	O
FY27	O
.	O
However	O
,	O
web3	O
gaming	O
is	O
still	O
in	O
the	O
nascent	O
stages	O
with	O
limited	O
adopters	O
.	O
“	O
The	O
top	O
global	O
games	O
will	O
have	O
300,000	O
weekly	O
active	O
users	O
on	O
the	O
chain	O
.	O
The	O
scale	O
of	O
web3	O
is	O
very	O
small	O
.	O
There	O
are	O
a	O
lot	O
of	O
frictions	O
to	O
mass	O
adoption	O
.	O
First	O
is	O
wallet	O
creation	O
.	O
Gamers	O
do	O
n’t	O
want	O
to	O
be	O
saddled	O
with	O
too	O
much	O
friction	O
.	O
The	O
quality	O
of	O
web3	O
games	O
has	O
to	O
improve	O
because	O
if	O
the	O
game	O
is	O
not	O
fun	O
people	O
wo	O
n’t	O
play	O
,	O
”	O
said	O
Agarwal	O
.	O
That	O
said	O
,	O
Agarwal	O
added	O
they	O
are	O
not	O
expecting	O
the	O
new	O
venture	O
to	O
turn	O
huge	O
amounts	O
of	O
revenue	O
anytime	O
soon	O
.	O
“	O
It	O
is	O
a	O
5	O
-	O
7	O
year	O
marathon	O
.	O
We	O
have	O
to	O
solve	O
some	O
of	O
these	O
issues	O
locally	O
.	O
It	O
is	O
the	O
reason	O
why	O
a	O
lot	O
of	O
publicly	O
listed	O
gaming	O
companies	O
globally	O
have	O
not	O
come	O
into	O
web3	O
,	O
”	O
said	O
Agarwal	O
.	O
Kratos	B-STARTUP
will	O
monetize	O
from	O
IndiGG	O
through	O
transactions	O
on	O
the	O
platform	O
.	O
“	O
Developers	B-STARTUP
will	B-FUNDING_AMOUNT
go	O
to	O
gamers	B-INVESTOR_NAME
and	O
we	B-FOUNDER_NAME
will	O
collect	B-VALUATION
our	O
fees	B-LOSS
for	O
validation	B-FUNDING_DATE
of	O
tasks	B-PROFIT_DATE
completed	O
by	O
gamers	O
.	O
We	B-PROFIT
will	I-PROFIT
also	O
charge	B-FOUNDED_DATE
game	I-FOUNDED_DATE
developers	O
for	B-REVENUE
listing	I-REVENUE
a	O
quest	O
,	O
”	O
said	B-REVENUE_DATE
Agarwal	I-REVENUE_DATE
.	O
Gaming	O
accounts	O
for	O
a	O
major	O
share	O
of	O
Web3	O
activity	O
in	O
India	O
.	O
According	O
to	O
Lumikai	O
,	O
30	O
%	O
of	O
the	O
450	O
Indian	O
Web3	O
companies	O
are	O
from	O
gaming	O
.	O
Mint	O
reported	O
last	O
December	O
that	O
the	O
funding	O
in	O
web3	O
gaming	O
ventures	O
in	O
India	O
grew	O
sixfold	O
in	O
2022	O
based	O
on	O
data	O
shared	O
by	O
venture	O
intelligence	O
firm	O
Tracxn	O
.	O
“	O
Blockchain	O
can	O
fundamentally	O
transform	O
gaming	O
and	O
accelerate	O
the	O
growth	O
in	O
emerging	O
markets	O
.	O
We	O
believe	O
that	O
this	O
team	O
is	O
the	O
best	O
suited	O
to	O
unlock	O
this	O
value	O
for	O
Gamers	O
.	O
We	O
are	O
committed	O
to	O
building	O
a	O
vibrant	O
gaming	O
ecosystem	O
alongside	O
IndiGG	O
,	O
”	O
said	O
Subrata	O
Mitra	O
,	O
Partner	O
at	O
Accel	O
.	O
Share	O
article	O
on	O
Zomato	B-STARTUP
on	O
Wednesday	O
rolled	O
out	O
a	O
new	O
offering	O
under	O
which	O
the	O
food	O
aggregator	O
will	O
deliver	O
its	O
users	O
affordable	O
and	O
home	O
-	O
cooked	O
meals	O
in	O
10	O
-	O
15	O
minutes	O
.	O
This	O
move	O
comes	O
at	O
a	O
time	O
when	O
the	O
Temasek	O
-	O
backed	O
company	O
is	O
facing	O
a	O
downturn	O
and	O
aims	O
to	O
revive	O
its	O
food	O
delivery	O
business	O
.	O
The	O
new	O
initiative	O
Zomato	B-STARTUP
Everyday	O
is	O
actually	O
a	O
pivot	O
of	O
its	O
10	O
-	O
minute	O
food	O
delivery	O
service	O
Zomato	B-STARTUP
Instant	O
.	O
Early	O
this	O
month	O
,	O
the	O
Gurugram	O
-	O
based	O
company	O
announced	O
Zomato	B-STARTUP
Everyday	O
,	O
along	O
with	O
its	O
earnings	O
report	O
for	O
the	O
third	O
quarter	O
of	O
the	O
ongoing	O
fiscal	O
.	O
Targeted	O
towards	O
students	O
and	O
working	O
professionals	O
living	O
alone	O
in	O
metro	O
cities	O
,	O
the	O
new	O
service	O
will	O
offer	O
home	O
-	O
style	O
cooked	O
food	O
items	O
worth	O
as	O
low	O
as	O
Rs	O
89	O
barring	O
the	O
delivery	O
charges	O
,	O
Zomato	B-STARTUP
said	O
in	O
a	O
statement	O
.	O
By	O
opting	O
Zomato	B-STARTUP
Everday	O
,	O
customers	O
can	O
choose	O
for	O
breakfast	O
and	O
lunch	O
options	O
between	O
8	O
am	O
to	O
11:30	O
am	O
and	O
11:30	O
am	O
to	O
3:30	O
pm	O
,	O
respectively	O
.	O
The	O
food	O
will	O
be	O
prepared	O
by	O
home	O
cooks	O
.	O
As	O
of	O
now	O
,	O
the	O
service	O
has	O
been	O
started	O
only	O
in	O
Gurugram	O
.	O
The	O
company	O
also	O
aims	O
to	O
soon	O
launch	O
the	O
pilot	O
in	O
Bengaluru	O
as	O
well	O
.	O
“	O
We	O
are	O
currently	O
planning	O
to	O
experiment	O
with	O
the	O
infrastructure	O
that	O
we	O
had	O
anyways	O
built	O
for	O
Zomato	B-STARTUP
Instant	O
.	O
We	O
are	O
using	O
the	O
same	O
finishing	O
stations	O
to	O
roll	O
this	O
out	O
in	O
the	O
next	O
few	O
weeks	O
in	O
Gurugram	O
and	O
Bengaluru	O
,	O
”	O
said	O
Zomato	B-STARTUP
’s	O
chief	O
financial	O
officer	O
Akshant	O
Goyal	O
,	O
in	O
an	O
earnings	O
call	O
early	O
this	O
month	O
.	O
It	O
is	O
important	O
to	O
note	O
that	O
Zomato	B-STARTUP
’s	O
key	O
rival	O
Swiggy	O
had	O
once	O
offered	O
a	O
subscription	O
-	O
based	O
daily	O
home	O
-	O
cooked	O
food	O
via	O
a	O
separate	O
app	O
Swiggy	O
Daily	O
.	O
However	O
,	O
it	O
pulled	O
the	O
plug	O
on	O
the	O
service	O
in	O
September	O
2020	O
after	O
running	O
it	O
close	O
to	O
a	O
year	O
due	O
to	O
weak	O
demand	O
.	O
Goyal	O
had	O
blamed	O
macroeconomic	O
conditions	O
and	O
industry	O
slowdown	O
for	O
the	O
sluggishness	O
in	O
the	O
business	O
in	O
the	O
quarter	O
that	O
ended	O
in	O
December	O
2022	O
.	O
It	O
had	O
reported	O
a	O
four	O
-	O
fold	O
increase	O
in	O
its	O
net	O
loss	O
from	O
Rs	O
63.2	O
crore	O
to	O
Rs	B-LOSS
346.6	I-LOSS
crore	I-LOSS
year	O
-	O
on	O
-	O
year	O
,	O
mainly	O
owing	O
to	O
the	O
industry	O
-	O
wide	O
slowdown	O
in	O
the	O
food	O
delivery	O
business	O
.	O
Share	O
article	O
on	O
Direct	O
-	O
to	O
-	O
consumer	O
meat	O
delivery	O
brand	O
FreshToHome	B-STARTUP
has	O
closed	O
$	B-FUNDING_AMOUNT
104	I-FUNDING_AMOUNT
million	I-FUNDING_AMOUNT
(	I-FUNDING_AMOUNT
Rs	I-FUNDING_AMOUNT
861.3	I-FUNDING_AMOUNT
crore	I-FUNDING_AMOUNT
)	I-FUNDING_AMOUNT
in	O
a	O
Series	O
D	O
round	O
led	O
by	O
Amazon	B-INVESTOR_NAME
Smbhav	I-INVESTOR_NAME
Venture	I-INVESTOR_NAME
Fund	I-INVESTOR_NAME
,	O
a	O
top	O
executive	O
told	O
VCCircle	O
.	O
"	O
The	O
fresh	O
capital	O
would	O
be	O
used	O
to	O
deepen	O
FreshToHome	B-STARTUP
's	O
presence	O
in	O
the	O
160	O
cities	O
cities	O
it	O
currently	O
operates	O
in	O
,	O
"	O
founder	O
and	O
chief	O
executive	O
Shan	B-FOUNDER_NAME
Kadavil	I-FOUNDER_NAME
said	O
in	O
a	O
telephonic	O
interaction	O
.	O
In	O
a	O
bid	O
to	O
focus	O
on	O
omnichannel	O
going	O
ahead	O
,	O
the	O
meat	O
deliverer	O
is	O
also	O
looking	O
to	O
expand	O
into	O
Saudi	O
Arabia	O
,	O
Kadavil	O
added	O
.	O
FreshToHome	B-STARTUP
's	O
foray	O
into	O
Saudi	O
Arabia	O
will	O
be	O
its	O
second	O
bet	O
in	O
the	O
West	O
Asian	O
region	O
after	O
it	O
launched	O
operations	O
in	O
the	O
United	O
Arab	O
Emirates	O
two	O
years	O
ago	O
.	O
UAE	O
currently	O
contributes	O
15	O
%	O
to	O
the	O
company	O
's	O
overall	O
revenue	O
.	O
"	O
In	O
the	O
future	O
omnichannel	O
will	O
be	O
a	O
focus	O
.	O
Today	O
20	O
%	O
of	O
our	O
new	O
users	O
are	O
coming	O
from	O
stores	O
,	O
as	O
a	O
consumer	O
brand	O
this	O
helps	O
as	O
customer	O
acquisition	O
is	O
one	O
of	O
the	O
big	O
costs	O
.	O
”	O
The	O
current	O
funding	O
round	O
witnessed	O
the	O
participation	O
of	O
existing	O
investors	O
,	O
including	O
Iron	O
Pillar	O
,	O
Investcorp	O
,	O
Investment	O
Corporation	O
of	O
Dubai	O
,	O
Ascent	O
Capital	O
,	O
and	O
others	O
,	O
who	O
have	O
also	O
participated	O
in	O
this	O
round	O
.	O
New	O
investors	O
like	O
E20	O
Investment	O
Ltd	O
,	O
Mount	O
Judi	O
Ventures	O
and	O
Dallah	O
Albaraka	O
also	O
participated	O
in	O
the	O
round	O
.	O
VCCircle	O
was	O
first	O
to	O
report	O
the	O
development	O
in	O
July	O
last	O
year	O
.	O
However	O
,	O
in	O
September	O
,	O
according	O
to	O
people	O
in	O
the	O
know	O
,	O
the	O
startup	O
's	O
talks	O
with	O
investors	O
like	O
L	O
Catterton	O
and	O
Amazon	O
were	O
called	O
off	O
due	O
to	O
differences	O
in	O
valuation	O
and	O
issues	O
with	O
growth	O
potential	O
.	O
As	O
a	O
result	O
,	O
FreshToHome	B-STARTUP
's	O
plans	O
to	O
achieve	O
unicorn	O
status	O
came	O
to	O
a	O
halt	O
at	O
that	O
time	O
.	O
While	O
Kadavil	O
declined	O
to	O
comment	O
on	O
the	O
valuation	O
,	O
he	O
did	O
say	O
that	O
the	O
company	O
is	O
operationally	O
profitable	O
.	O
“	O
We	O
are	O
now	O
a	O
‘	O
proficorn	O
’	O
with	O
operational	O
profitability	O
across	O
the	O
company	O
.	O
As	O
we	O
strive	O
to	O
offer	O
more	O
value	O
to	O
our	O
farmers	O
and	O
fishers	O
,	O
customers	O
,	O
employees	O
,	O
and	O
investors	O
,	O
our	O
focus	O
is	O
on	O
profitability	O
and	O
sustainable	O
value	O
creation	O
,	O
”	O
he	O
said	O
.	O
“	O
Over	O
the	O
last	O
few	O
years	O
,	O
we	O
have	O
built	O
a	O
strong	O
presence	O
.	O
Since	O
we	O
source	O
straight	O
from	O
farmers	O
,	O
our	O
overall	O
gross	O
margin	O
stands	O
at	O
around	O
40	O
%	O
.	O
Our	O
biggest	O
advantage	O
is	O
sourcing	O
,	O
the	O
ability	O
to	O
buy	O
things	O
at	O
an	O
attractive	O
price	O
and	O
sell	O
them	O
at	O
a	O
mass	O
market	O
price	O
,	O
as	O
we	O
are	O
positioned	O
as	O
a	O
value	O
brand	O
.	O
Due	O
to	O
this	O
,	O
our	O
target	O
market	O
does	O
not	O
get	O
saturated	O
like	O
how	O
it	O
happens	O
in	O
a	O
premium	O
segment	O
.	O
"	O
JP	O
Morgan	O
acted	O
as	O
the	O
placement	O
agent	O
to	O
FreshToHome	B-STARTUP
for	O
the	O
fundraise	O
.	O
Before	O
starting	O
FreshToHome	B-STARTUP
in	O
2015	B-FOUNDED_DATE
,	O
Kadavil	O
was	O
previously	O
heading	O
the	O
India	O
vertical	O
of	O
online	O
game	O
-	O
maker	O
Zynga	O
Inc.	O
FreshToHome	B-STARTUP
-	O
who	O
delivers	O
poultry	O
,	O
meat	O
,	O
and	O
seafood	O
to	O
your	O
doorstep	O
-	O
claims	O
to	O
cater	O
to	O
over	O
2	O
million	O
orders	O
a	O
month	O
across	O
over	O
150	O
towns	O
in	O
India	O
and	O
majority	O
parts	O
of	O
the	O
UAE	O
.	O
The	O
platform	O
enables	O
its	O
sellers	O
to	O
source	O
meat	O
and	O
fish	O
directly	O
from	O
livestock	O
farmers	O
and	O
fishermen	O
and	O
supplies	O
fresh	O
produce	O
at	O
mass	O
-	O
market	O
prices	O
in	O
all	O
major	O
Indian	O
markets	O
,	O
including	O
Delhi	O
-	O
NCR	O
,	O
Uttar	O
Pradesh	O
,	O
Rajasthan	O
,	O
Punjab	O
,	O
Haryana	O
,	O
Karnataka	O
,	O
Andhra	O
Pradesh	O
,	O
and	O
Telangana	O
,	O
as	O
well	O
as	O
Tamil	O
Nadu	O
,	O
Kolkata	O
,	O
and	O
Kerala	O
.	O
The	O
company	O
competes	O
with	O
the	O
likes	O
of	O
Licious	B-STARTUP
,	O
which	O
also	O
claims	O
itself	O
to	O
be	O
the	O
first	O
unicorn	O
among	O
consumer	O
-	O
facing	O
startups	O
.	O
Licious	B-STARTUP
too	O
had	O
in	O
March	O
this	O
year	O
raised	O
$	B-FUNDING_AMOUNT
150	I-FUNDING_AMOUNT
million	I-FUNDING_AMOUNT
in	O
an	O
extended	O
Series	O
F	O
round	O
of	O
funding	O
led	O
by	O
Singapore	O
-	O
based	O
Amansa	B-INVESTOR_NAME
Capital	I-INVESTOR_NAME
.	O
Captain	B-STARTUP
Fresh	I-STARTUP
is	O
another	O
player	O
in	O
the	O
segment	O
which	O
has	O
recently	O
received	O
a	O
big	O
-	O
sized	O
cheque	O
from	O
the	O
likes	O
of	O
Prosus	B-INVESTOR_NAME
Ventures	I-INVESTOR_NAME
(	O
formerly	O
known	O
as	O
Naspers	B-INVESTOR_NAME
Ventures	I-INVESTOR_NAME
)	O
and	O
Tiger	B-INVESTOR_NAME
Global	I-INVESTOR_NAME
Management	I-INVESTOR_NAME
.	O
FreshToHome	B-STARTUP
,	O
on	O
the	O
other	O
hand	O
,	O
had	O
last	O
secured	O
its	O
equity	O
funding	O
in	O
October	B-FUNDING_DATE
2020	I-FUNDING_DATE
.	O
It	O
mopped	O
up	O
$	B-FUNDING_AMOUNT
121	I-FUNDING_AMOUNT
million	I-FUNDING_AMOUNT
in	O
its	O
Series	O
C	O
funding	O
round	O
led	O
by	O
the	O
Investment	B-INVESTOR_NAME
Corporation	I-INVESTOR_NAME
of	I-INVESTOR_NAME
Dubai	I-INVESTOR_NAME
(	I-INVESTOR_NAME
ICD	I-INVESTOR_NAME
)	I-INVESTOR_NAME
,	O
the	O
Gulf	B-INVESTOR_NAME
emirate	I-INVESTOR_NAME
’s	I-INVESTOR_NAME
sovereign	I-INVESTOR_NAME
wealth	I-INVESTOR_NAME
fund	I-INVESTOR_NAME
,	O
and	O
