-DOCSTART- -X- O O
Early	RB	O
this	DT	O
week	NN	O
,	,	O
another	DT	O
D2C	NN	O
platform	NN	O
for	IN	O
ethnic	JJ	O
fashion	NN	O
,	,	O
Shobitam	NN	B-STARTUP
,	,	O
marked	NNS	O
its	PRP$	O
first	RB	O
acquisition	NN	O
with	IN	O
apparel	NN	O
brand	NN	O
House	NNP	O
of	IN	O
Blouse	IN	O
to	TO	O
strengthen	NN	O
its	PRP$	O
product	NN	O
offerings	NNS	O
.	.	O
However	RB	O
,	,	O
the	DT	O
financial	JJ	O
details	NNS	O
of	IN	O
the	DT	O
deal	NN	O
were	VBD	O
not	RB	O
disclosed	VBN	O
.	.	O
Among	IN	O
other	JJ	O
developments	NNS	O
in	IN	O
the	DT	O
apparel	NN	O
industry	NN	O
,	,	O
D2C	NN	O
fashion	NN	O
brand	NN	O
D’chica	NN	B-STARTUP
raised	VBN	O
Rs	NN	B-FUNDING_AMOUNT
1.62	CD	I-FUNDING_AMOUNT
crore	NN	I-FUNDING_AMOUNT
late	RB	O
last	JJ	O
month	NN	O
from	IN	O
revenue	NN	O
-	:	O
based	VBN	O
financier	NN	O
Velocity	NN	B-INVESTOR_NAME
to	TO	O
scale	NN	O
its	PRP$	O
hiring	VBG	O
and	CC	O
marketing	NN	O
plans	NNS	O
.	.	O
The	DT	O
brand	NN	O
generates	NNS	O
revenue	NN	O
from	IN	O
its	PRP$	O
core	NN	O
offerings	NNS	O
—	NN	O
innerwear	NN	O
--	:	O
along	IN	O
with	IN	O
a	DT	O
fashion	NN	O
line	NN	O
of	IN	O
sportswear	NN	O
,	,	O
loungewear	NN	O
and	CC	O
footwear	NN	O
.	.	O
Another	DT	O
popular	JJ	O
apparel	NN	O
and	CC	O
footwear	NN	O
brand	NN	O
,	,	O
Bewakoof	NN	B-STARTUP
Brands	NNS	I-STARTUP
Pvt	NN	I-STARTUP
.	.	I-STARTUP
Ltd	NNP	I-STARTUP
,	,	O
handed	VBN	O
a	DT	O
majority	NN	O
stake	NN	O
to	TO	O
TMRW	NN	B-INVESTOR_NAME
,	,	O
a	DT	O
wholly	RB	O
-	:	O
owned	VBN	O
unit	NN	O
of	IN	O
Aditya	NN	O
Birla	NN	O
Fashion	NN	O
Retail	JJ	O
Ltd.	NNP	O
for	IN	O
about	IN	O
Rs	NN	B-FUNDING_AMOUNT
200	CD	I-FUNDING_AMOUNT
crore	NN	I-FUNDING_AMOUNT
.	.	O
Bewakoof	NN	B-STARTUP
,	,	O
in	IN	O
December	NNP	O
,	,	O
also	RB	O
said	VBD	O
that	IN	O
it	PRP	O
is	VBZ	O
aiming	VBG	O
to	TO	O
break	NN	O
even	RB	O
by	IN	O
the	DT	O
next	JJ	O
financial	JJ	O
year	NN	O
,	,	O
and	CC	O
achieve	NN	O
10	CD	O
%	NN	O
Ebitda	NN	O
margin	NN	O
in	IN	O
the	DT	O
next	JJ	O
five	CD	O
years	NNS	O
.	.	O
Share	NN	O
article	NN	O
on	IN	O
Former	NN	O
Nazara	NN	O
Technologies	NNS	O
CEO	NN	O
Manish	JJ	B-FOUNDER_NAME
Agarwal	NN	I-FOUNDER_NAME
and	CC	O
web3	NN	O
investor	NN	O
Ishank	NN	B-FOUNDER_NAME
Gupta	NN	I-FOUNDER_NAME
have	VB	O
raised	VBN	B-FUNDING_AMOUNT
₹	NN	I-FUNDING_AMOUNT
160	CD	I-FUNDING_AMOUNT
crore	NN	I-FUNDING_AMOUNT
(	(	I-FUNDING_AMOUNT
about	IN	I-FUNDING_AMOUNT
$	$	I-FUNDING_AMOUNT
20	CD	I-FUNDING_AMOUNT
million	CD	I-FUNDING_AMOUNT
)	)	I-FUNDING_AMOUNT
in	IN	O
a	DT	O
seed	NN	O
round	NN	O
at	IN	O
a	DT	O
valuation	NN	O
of	IN	O
₹	NN	B-VALUATION
1,200	CD	I-VALUATION
crore	NN	I-VALUATION
(	(	I-VALUATION
$	$	I-VALUATION
150	CD	I-VALUATION
million	CD	I-VALUATION
)	)	O
for	IN	O
a	DT	O
new	JJ	O
web3	NN	O
gaming	VBG	O
startup	NN	O
called	VBN	O
Kratos	NNS	B-FUNDING_AMOUNT
Studios	NNS	I-FUNDING_AMOUNT
which	WDT	O
they	PRP	O
will	MD	O
operate	NN	O
under	IN	O
the	DT	O
IndiGG	NN	O
brand	NN	O
name	NN	O
.	.	O
The	DT	O
seed	NN	O
round	NN	O
was	VBD	O
led	VBN	O
by	IN	O
Accel	NN	O
and	CC	O
included	VBD	O
Prosus	NN	B-INVESTOR_NAME
Ventures	NNS	I-INVESTOR_NAME
,	,	O
Courtside	NN	B-INVESTOR_NAME
Ventures	NNS	I-INVESTOR_NAME
,	,	O
Nexus	NN	B-INVESTOR_NAME
Venture	NN	I-INVESTOR_NAME
Partners	NNS	I-INVESTOR_NAME
,	,	O
Nazara	NN	B-INVESTOR_NAME
,	,	O
and	CC	O
Jet	NN	B-INVESTOR_NAME
Ventures	NNS	I-INVESTOR_NAME
.	.	O
Agarwal	NN	O
and	CC	O
Gupta	NN	O
have	VB	O
acquired	VBN	O
the	DT	O
IndiGG	NN	O
brand	NN	O
name	NN	O
from	IN	O
Yield	NN	O
Guild	VB	O
Games	NNS	O
(	(	O
YGG	NN	O
)	)	O
through	IN	O
a	DT	O
token	NN	O
swap	NN	O
,	,	O
which	WDT	O
is	VBZ	O
the	DT	O
transfer	NN	O
of	IN	O
digital	NN	O
tokens	NNS	O
from	IN	O
one	CD	O
blockchain	NN	O
to	TO	O
another	DT	O
.	.	O
Kratos	NNS	B-STARTUP
has	VBZ	O
also	RB	O
acquired	VBN	O
INDI	NN	O
tokens	NNS	O
and	CC	O
will	MD	O
give	VB	O
their	PRP$	O
holders	NNS	O
new	JJ	O
tokens	NNS	O
through	IN	O
a	DT	O
token	NN	O
generation	NN	O
event	NN	O
later	RB	O
.	.	O
Until	IN	O
then	RB	O
,	,	O
INDI	NN	O
tokens	NNS	O
will	MD	O
continue	NN	O
to	TO	O
trade	NN	O
on	IN	O
exchanges	NNS	O
.	.	O
IndiGG	NN	O
is	VBZ	O
a	DT	O
sub	NN	O
-	:	O
DAO	NN	O
(	(	O
decentralized	VBN	O
autonomous	JJ	O
organization	NN	O
)	)	O
of	IN	O
YGG	NN	O
.	.	O
It	PRP	O
was	VBD	O
started	VBN	O
in	IN	O
2022	CD	O
with	IN	O
the	DT	O
backing	NN	O
of	IN	O
Polygon	NN	O
Studios	NNS	O
to	TO	O
expand	NN	O
the	DT	O
play	NN	O
-	:	O
to	TO	O
-	:	O
earn	NN	O
(	(	O
P2E	NN	O
)	)	O
web3	NN	O
gaming	VBG	O
ecosystem	NN	O
in	IN	O
India	NNP	O
.	.	O
Game	NN	O
developers	NNS	O
list	NN	O
quests	NNS	O
on	IN	O
the	DT	O
platform	NN	O
and	CC	O
players	NNS	O
participate	VB	O
to	TO	O
win	NN	O
the	DT	O
prize	NN	O
money	NN	O
.	.	O
Before	IN	O
the	DT	O
acquisition	NN	O
of	IN	O
the	DT	O
IndiGG	NN	O
brand	NN	O
,	,	O
Gupta	NN	O
was	VBD	O
an	DT	O
advisor	NN	O
to	TO	O
it	PRP	O
.	.	O
Agarwal	NN	O
said	VBD	O
he	PRP	O
and	CC	O
Gupta	NN	O
will	MD	O
continue	NN	O
to	TO	O
work	NN	O
with	IN	O
Polygon	NN	O
co	NN	O
-	:	O
founder	NN	O
Sandeep	NN	O
Nailwal	NN	O
and	CC	O
YGG	NN	O
co	NN	O
-	:	O
founder	NN	O
Gabby	NN	O
Dizon	NN	O
to	TO	O
expand	NN	O
IndiGG	NN	O
and	CC	O
make	VB	O
it	PRP	O
the	DT	O
world	NN	O
’s	NN	O
largest	JJS	O
gaming	VBG	O
DAO	NN	O
.	.	O
“	NN	O
Bulk	NN	O
of	IN	O
the	DT	O
fund	NN	O
will	MD	O
go	VB	O
into	IN	O
building	NN	O
IndiGG	NN	O
operations	NNS	O
which	WDT	O
include	NN	O
tech	NN	O
stack	NN	O
,	,	O
distribution	NN	O
,	,	O
brand	NN	O
,	,	O
and	CC	O
a	DT	O
large	JJ	O
gamers	NNS	O
community	NN	O
that	IN	O
can	MD	O
earn	NN	O
.	.	O
We	PRP	O
will	MD	O
also	RB	O
earmark	NN	O
some	DT	O
portion	NN	O
of	IN	O
it	PRP	O
for	IN	O
investment	NN	O
in	IN	O
global	JJ	O
web3	NN	O
game	NN	O
developers	NNS	O
,	,	O
”	NN	O
said	VBD	O
Agarwal	NN	O
.	.	O
Agarwal	NN	O
added	VBD	O
the	DT	O
new	JJ	O
venture	NN	O
is	VBZ	O
not	RB	O
a	DT	O
fund	NN	O
and	CC	O
the	DT	O
objective	NN	O
of	IN	O
his	PRP$	O
new	JJ	O
startup	NN	O
is	VBZ	O
to	TO	O
expand	NN	O
the	DT	O
P2E	NN	O
ecosystem	NN	O
and	CC	O
support	NN	O
developers	NNS	O
who	WP	O
have	VB	O
the	DT	O
capability	NN	O
to	TO	O
build	NN	O
“	NN	O
great	JJ	O
games	NNS	O
”	NN	O
for	IN	O
it	PRP	O
.	.	O
“	NN	O
Our	PRP$	O
metric	JJ	O
for	IN	O
IndiGG	NN	O
is	VBZ	O
the	DT	O
number	NN	O
of	IN	O
unique	NN	O
earners	NNS	O
.	.	O
Think	VB	O
of	IN	O
IndiGG	NN	O
as	IN	O
a	DT	O
freelancing	VBG	O
platform	NN	O
for	IN	O
games	NNS	O
where	WRB	O
they	PRP	O
are	VBP	O
having	VBG	O
fun	NN	O
,	,	O
discovering	VBG	O
new	JJ	O
games	NNS	O
,	,	O
and	CC	O
also	RB	O
making	VBG	O
money	NN	O
from	IN	O
the	DT	O
time	NN	O
spent	NN	O
on	IN	O
those	DT	O
games	NNS	O
,	,	O
”	NN	O
added	VBD	O
Agarwal	NN	O
.	.	O
Gupta	NN	O
pointed	VBN	O
out	IN	O
that	IN	O
the	DT	O
IndiGG	NN	O
stack	NN	O
will	MD	O
partner	NN	O
with	IN	O
existing	VBG	O
gaming	VBG	O
micro	NN	O
-	:	O
communities	NNS	O
in	IN	O
South	NNP	O
Asia	NN	O
,	,	O
both	DT	O
on	IN	O
-	:	O
ground	NN	O
and	CC	O
online	NN	O
,	,	O
as	IN	O
sub	NN	O
-	:	O
DAOs	NN	O
in	IN	O
the	DT	O
IndiGG	NN	O
ecosystem	NN	O
.	.	O
“	NN	O
These	DT	O
micro	NN	O
-	:	O
communities	NNS	O
will	MD	O
facilitate	NN	O
explosive	JJ	O
community	NN	O
growth	NN	O
for	IN	O
global	JJ	O
Web3	NN	O
games	NNS	O
,	,	O
”	NN	O
he	PRP	O
added	VBD	O
.	.	O
Web3	NN	O
gaming	VBG	O
,	,	O
which	WDT	O
includes	VBZ	O
P2E	NN	O
games	NNS	O
,	,	O
is	VBZ	O
typically	RB	O
based	VBN	O
on	IN	O
a	DT	O
blockchain	NN	O
network	NN	O
.	.	O
Gamers	NNS	O
are	VBP	O
rewarded	VBN	O
with	IN	O
tokens	NNS	O
for	IN	O
participating	VBG	O
or	CC	O
winning	VBG	O
.	.	O
In	IN	O
-	:	O
game	NN	O
items	NNS	O
in	IN	O
such	JJ	O
games	NNS	O
can	MD	O
also	RB	O
be	VB	O
purchased	VBN	O
and	CC	O
traded	VBN	O
as	IN	O
non	NN	O
-	:	O
fungible	JJ	O
tokens	NNS	O
(	(	O
NFTs	NN	O
)	)	O
too	RB	O
.	.	O
India	NNP	O
is	VBZ	O
one	CD	O
of	IN	O
the	DT	O
fastest	JJS	O
-	:	O
growing	VBG	O
gaming	VBG	O
markets	NNS	O
in	IN	O
the	DT	O
world	NN	O
.	.	O
According	VBG	O
to	TO	O
a	DT	O
November	NNP	O
report	NN	O
by	IN	O
gaming	VBG	O
fund	NN	O
Lumikai	NN	O
,	,	O
India	NNP	O
has	VBZ	O
507	CD	O
million	CD	O
gamers	NNS	O
and	CC	O
the	DT	O
gaming	VBG	O
industry	NN	O
is	VBZ	O
expected	VBN	O
to	TO	O
grow	NN	O
at	IN	O
a	DT	O
compound	NN	O
annual	JJ	O
growth	NN	O
rate	NN	O
(	(	O
CAGR	NN	O
)	)	O
of	IN	O
27	CD	O
%	NN	O
to	TO	O
reach	NN	O
$	$	O
8.6	CD	O
billion	CD	O
in	IN	O
FY27	NN	O
.	.	O
However	RB	O
,	,	O
web3	NN	O
gaming	VBG	O
is	VBZ	O
still	RB	O
in	IN	O
the	DT	O
nascent	NN	O
stages	NNS	O
with	IN	O
limited	JJ	O
adopters	NNS	O
.	.	O
“	NN	O
The	DT	O
top	NN	O
global	JJ	O
games	NNS	O
will	MD	O
have	VB	O
300,000	CD	O
weekly	JJ	O
active	JJ	O
users	NNS	O
on	IN	O
the	DT	O
chain	NN	O
.	.	O
The	DT	O
scale	NN	O
of	IN	O
web3	NN	O
is	VBZ	O
very	RB	O
small	JJ	O
.	.	O
There	EX	O
are	VBP	O
a	DT	O
lot	NN	O
of	IN	O
frictions	NNS	O
to	TO	O
mass	NN	O
adoption	NN	O
.	.	O
First	RB	O
is	VBZ	O
wallet	NN	O
creation	NN	O
.	.	O
Gamers	NNS	O
do	VB	O
n’t	NN	O
want	NN	O
to	TO	O
be	VB	O
saddled	VBN	O
with	IN	O
too	RB	O
much	JJ	O
friction	NN	O
.	.	O
The	DT	O
quality	NN	O
of	IN	O
web3	NN	O
games	NNS	O
has	VBZ	O
to	TO	O
improve	VB	O
because	IN	O
if	IN	O
the	DT	O
game	NN	O
is	VBZ	O
not	RB	O
fun	NN	O
people	NNS	O
wo	MD	O
n’t	NN	O
play	NN	O
,	,	O
”	NN	O
said	VBD	O
Agarwal	NN	O
.	.	O
That	DT	O
said	VBD	O
,	,	O
Agarwal	NN	O
added	VBD	O
they	PRP	O
are	VBP	O
not	RB	O
expecting	VBG	O
the	DT	O
new	JJ	O
venture	NN	O
to	TO	O
turn	NN	O
huge	JJ	O
amounts	NNS	O
of	IN	O
revenue	NN	O
anytime	NN	O
soon	RB	O
.	.	O
“	NN	O
It	PRP	O
is	VBZ	O
a	DT	O
5	CD	O
-	:	O
7	CD	O
year	NN	O
marathon	NN	O
.	.	O
We	PRP	O
have	VB	O
to	TO	O
solve	NN	O
some	DT	O
of	IN	O
these	DT	O
issues	NNS	O
locally	RB	O
.	.	O
It	PRP	O
is	VBZ	O
the	DT	O
reason	NN	O
why	WRB	O
a	DT	O
lot	NN	O
of	IN	O
publicly	RB	O
listed	VBN	O
gaming	VBG	O
companies	NNS	O
globally	RB	O
have	VB	O
not	RB	O
come	VB	O
into	IN	O
web3	NN	O
,	,	O
”	NN	O
said	VBD	O
Agarwal	NN	O
.	.	O
Kratos	NNS	B-STARTUP
will	MD	O
monetize	NN	O
from	IN	O
IndiGG	NN	O
through	IN	O
transactions	NNS	O
on	IN	O
the	DT	O
platform	NN	O
.	.	O
“	NN	O
Developers	NNS	O
will	MD	O
go	VB	O
to	TO	O
gamers	NNS	O
and	CC	O
we	PRP	O
will	MD	O
collect	NN	O
our	PRP$	O
fees	NNS	O
for	IN	O
validation	NN	O
of	IN	O
tasks	NNS	O
completed	VBN	O
by	IN	O
gamers	NNS	O
.	.	O
We	PRP	O
will	MD	O
also	RB	O
charge	NN	O
game	NN	O
developers	NNS	O
for	IN	O
listing	NN	O
a	DT	O
quest	NN	O
,	,	O
”	NN	O
said	VBD	O
Agarwal	NN	O
.	.	O
Gaming	VBG	O
accounts	NNS	O
for	IN	O
a	DT	O
major	JJ	O
share	NN	O
of	IN	O
Web3	NN	O
activity	NN	O
in	IN	O
India	NNP	O
.	.	O
According	VBG	O
to	TO	O
Lumikai	NN	O
,	,	O
30	CD	O
%	NN	O
of	IN	O
the	DT	O
450	CD	O
Indian	JJ	O
Web3	NN	O
companies	NNS	O
are	VBP	O
from	IN	O
gaming	VBG	O
.	.	O
Mint	NN	O
reported	VBD	O
last	JJ	O
December	NNP	O
that	IN	O
the	DT	O
funding	NN	O
in	IN	O
web3	NN	O
gaming	VBG	O
ventures	NNS	O
in	IN	O
India	NNP	O
grew	VBD	O
sixfold	NN	O
in	IN	O
2022	CD	O
based	VBN	O
on	IN	O
data	NNS	O
shared	VBN	O
by	IN	O
venture	NN	O
intelligence	NN	O
firm	NN	O
Tracxn	NN	O
.	.	O
“	NN	O
Blockchain	NN	O
can	MD	O
fundamentally	RB	O
transform	NN	O
gaming	VBG	O
and	CC	O
accelerate	NN	O
the	DT	O
growth	NN	O
in	IN	O
emerging	VBG	O
markets	NNS	O
.	.	O
We	PRP	O
believe	VB	O
that	IN	O
this	DT	O
team	NN	O
is	VBZ	O
the	DT	O
best	JJS	O
suited	VBN	O
to	TO	O
unlock	NN	O
this	DT	O
value	NN	O
for	IN	O
Gamers	NNS	O
.	.	O
We	PRP	O
are	VBP	O
committed	VBN	O
to	TO	O
building	NN	O
a	DT	O
vibrant	NN	O
gaming	VBG	O
ecosystem	NN	O
alongside	RB	O
IndiGG	NN	O
,	,	O
”	NN	O
said	VBD	O
Subrata	NN	O
Mitra	NNP	O
,	,	O
Partner	NN	O
at	IN	O
Accel	NN	O
.	.	O
Share	NN	O
article	NN	O
on	IN	O
Zomato	NN	B-STARTUP
on	IN	O
Wednesday	NNP	O
rolled	VBN	O
out	IN	O
a	DT	O
new	JJ	O
offering	NN	O
under	IN	O
which	WDT	O
the	DT	O
food	NN	O
aggregator	NN	O
will	MD	O
deliver	NN	O
its	PRP$	O
users	NNS	O
affordable	JJ	O
and	CC	O
home	NN	O
-	:	O
cooked	NNS	O
meals	NNS	O
in	IN	O
10	CD	O
-	:	O
15	CD	O
minutes	NNS	O
.	.	O
This	DT	O
move	NN	O
comes	VBZ	O
at	IN	O
a	DT	O
time	NN	O
when	WRB	O
the	DT	O
Temasek	NN	O
-	:	O
backed	VBD	O
company	NN	O
is	VBZ	O
facing	VBG	O
a	DT	O
downturn	NN	O
and	CC	O
aims	NNS	O
to	TO	O
revive	NN	O
its	PRP$	O
food	NN	O
delivery	NN	O
business	NN	O
.	.	O
The	DT	O
new	JJ	O
initiative	NN	O
Zomato	NN	B-STARTUP
Everyday	JJ	O
is	VBZ	O
actually	RB	O
a	DT	O
pivot	NN	O
of	IN	O
its	PRP$	O
10	CD	O
-	:	O
minute	NN	O
food	NN	O
delivery	NN	O
service	NN	O
Zomato	NN	B-STARTUP
Instant	NN	O
.	.	O
Early	RB	O
this	DT	O
month	NN	O
,	,	O
the	DT	O
Gurugram	NN	O
-	:	O
based	VBN	O
company	NN	O
announced	VBD	O
Zomato	NN	B-STARTUP
Everyday	JJ	O
,	,	O
along	IN	O
with	IN	O
its	PRP$	O
earnings	NNS	O
report	NN	O
for	IN	O
the	DT	O
third	JJ	O
quarter	NN	O
of	IN	O
the	DT	O
ongoing	VBG	O
fiscal	JJ	O
.	.	O
Targeted	VBN	O
towards	NNS	O
students	NNS	O
and	CC	O
working	VBG	O
professionals	NNS	O
living	NN	O
alone	RB	O
in	IN	O
metro	NN	O
cities	NNS	O
,	,	O
the	DT	O
new	JJ	O
service	NN	O
will	MD	O
offer	NN	O
home	NN	O
-	:	O
style	NN	O
cooked	NNS	O
food	NN	O
items	NNS	O
worth	NN	O
as	IN	O
low	JJ	O
as	IN	O
Rs	NN	O
89	CD	O
barring	VBG	O
the	DT	O
delivery	NN	O
charges	NNS	O
,	,	O
Zomato	NN	B-STARTUP
said	VBD	O
in	IN	O
a	DT	O
statement	NN	O
.	.	O
By	IN	O
opting	VBG	O
Zomato	NN	B-STARTUP
Everday	NN	O
,	,	O
customers	NNS	O
can	MD	O
choose	NN	O
for	IN	O
breakfast	NN	B-STARTUP
and	CC	O
lunch	NN	O
options	NNS	B-FUNDING_AMOUNT
between	IN	I-FUNDING_AMOUNT
8	CD	I-FUNDING_AMOUNT
am	VBP	I-FUNDING_AMOUNT
to	TO	O
11:30	CD	O
am	VBP	O
and	CC	O
11:30	CD	O
am	VBP	O
to	TO	O
3:30	CD	O
pm	NN	O
